Feature1,Feature2,Feature3
37.454011884736246,32.10158230771439,0
95.07143064099162,4.206998249752441,1
73.1993941811405,8.081435704730689,0
59.86584841970366,44.927709426353964,0
15.601864044243651,30.321452982979498,1
15.599452033620265,0.4598525808314824,1
5.8083612168199465,5.0735771433016055,1
86.61761457749351,33.17508845540279,0
60.11150117432088,0.25307919231093434,1
70.80725777960456,8.040402570874933,0
2.0584494295802447,27.436689468329305,0
96.99098521619943,34.59475988463466,0
83.24426408004217,32.59806297513003,0
21.233911067827616,11.21346547302799,1
18.182496720710063,35.6089610673768,1
18.34045098534338,11.862454374840004,0
30.42422429595377,16.269984907963387,0
52.475643163223786,37.32457025590121,0
43.194501864211574,32.48164495236073,1
29.122914019804192,42.4611705247089,0
61.18528947223795,32.88064461501717,0
13.949386065204184,28.415430166773582,1
29.214464853521815,4.683738391404624,1
36.63618432936917,18.385790152971676,0
45.606998421703594,13.260118384086272,1
78.51759613930136,12.199482168954178,1
19.967378215835975,48.65052773762228,0
51.42344384136116,19.65488623333802,1
59.24145688620425,44.602327758855665,0
4.645041271999773,31.556931299863145,1
60.75448519014384,39.74056517708242,0
17.052412368729154,25.131854655259605,0
6.505159298527952,28.845194231317954,0
94.88855372533332,24.625884690943195,1
96.56320330745594,9.762149389902225,0
80.83973481164611,36.12260576307526,1
30.46137691733707,14.03861812204279,0
9.767211400638388,1.215798321572692,0
68.42330265121569,32.27361479535839,1
44.01524937396013,8.855533970352447,0
12.203823484477883,47.02292921764572,0
49.51769101112702,47.696428850129365,1
3.4388521115218396,45.743219511022424,0
90.9320402078782,18.50793501277222,0
25.87799816000169,0.7728308264433714,0
66.2522284353982,46.415928129386266,0
31.171107608941096,21.409207415865716,1
52.00680211778108,48.33274095218348,1
54.67102793432797,48.18099885446264,0
18.485445552552704,42.650472773368,1
96.95846277645586,14.722444603479284,0
77.51328233611146,19.254886430096263,1
93.9498941564189,42.556833575842845,0
89.48273504276489,15.846100257813884,0
59.78999788110851,8.474637334304624,0
92.18742350231169,27.840063122917506,0
8.84925020519195,46.80773870803905,0
19.59828624191452,34.80148983374865,0
4.522728891053807,28.50305850446825,1
32.53303307632643,4.8588246885384265,0
38.8677289689482,30.750361334958487,1
27.134903177389592,49.50269250521316,0
82.87375091519293,7.004200761826201,1
35.67533266935893,25.916482618186837,1
28.093450968738075,43.86865359639777,1
54.26960831582485,37.03843088771022,0
14.092422497476264,34.8507870497634,0
80.21969807540397,35.12420419935546,1
7.455064367977082,17.97455756098776,0
98.68869366005173,14.679592213224668,1
77.22447692966574,40.46805777392568,0
19.87156815341724,40.50566973395904,1
0.5522117123602399,43.35361592900519,1
81.54614284548342,45.66202762782356,0
70.68573438476172,25.56711994304689,1
72.90071680409874,25.07581473435998,0
77.12703466859458,39.91475894833876,1
7.4044651734090365,32.49819653888826,1
35.84657285442726,35.098343862885166,0
11.586905952512971,39.789633471805054,0
86.31034258755935,44.50026709087832,0
62.329812682755794,16.89975784257679,1
33.08980248526492,18.7791476319972,0
6.355835028602364,4.69909699204345,1
31.09823217156622,28.9140070498087,1
32.518332202674706,1.7971136898371043,0
72.96061783380641,23.27990090662301,0
63.75574713552131,27.13223173537883,1
88.72127425763266,14.32706260641422,1
47.22149251619493,29.541663028450536,0
11.959424593830171,1.5250124969524714,0
71.3244787222995,1.8674094374607209,0
76.07850486168974,41.13002803298291,0
56.127719756949624,18.009532070563143,0
77.0967179954561,6.353025632594239,1
49.379559636439076,26.112163002740218,1
52.27328293819941,38.499677654930544,1
42.75410183585496,10.791051374842159,1
2.541912674409519,31.144523790950014,0
10.789142699330444,4.2673732496884,0
3.142918568673425,2.584086058430385,0
63.64104112637804,26.5677315784074,1
31.435598107632668,27.031756080505325,1
50.85706911647028,31.871495074910328,0
90.7566473926093,36.30456668613308,0
24.929222914887493,48.79260397312673,1
41.038292303562976,25.815017415059767,1
75.55511385430486,16.1478236470623,0
22.879816549162246,39.759309738435185,0
7.697990982879299,13.541612563103712,1
28.9751452913768,21.948571035281805,0
16.122128725400444,3.9228190671132976,0
92.96976523425731,1.2675371707728755,0
80.8120379564417,48.132420733896254,1
63.34037565104234,41.79900602561029,1
87.14605901877177,34.798710304684896,1
80.36720768991145,20.447647220713495,1
18.657005888603585,8.664716003542289,1
89.25589984899777,7.8218521335543025,1
53.93422419156507,12.512144908229766,1
80.74401551640625,27.461333235306025,0
89.60912999234932,35.72979613500312,0
31.800347497186387,33.009868835886564,0
11.005192452767677,13.996694847297142,0
22.793516254194166,47.743264033159704,0
42.71077886262563,36.89484583478843,0
81.80147659224932,27.717702625570034,0
86.07305832563435,30.58603731171761,1
0.6952130531190703,20.980003121389494,1
51.07473025775657,12.386549475057873,0
41.7411003148779,17.798633932563078,0
22.210781047073024,37.892305523218454,1
11.98653673336828,0.7196744314877934,0
33.7615171403628,5.803632025345812,0
94.29097039125192,2.3001321010876374,1
32.320293202075526,2.0364401159485066,0
51.87906217433661,42.77302920055036,1
70.30189588951778,35.18289296900118,0
36.3629602379294,23.70869145436626,1
97.17820827209607,4.891708032550074,1
96.24472949421113,24.58079375584162,1
25.178229582536417,23.673588539028284,0
49.72485058923854,8.660093495500758,1
30.087830981676966,21.692582461898652,0
28.484049437746762,19.92523671986867,0
3.6886947354532795,30.792504902610823,0
60.956433397989684,31.75468254338219,0
50.26790232288615,2.265200488602226,1
5.147875124998935,18.73063073132356,1
27.864646423661142,31.29299578571182,0
90.82658859666537,25.156812929004385,0
23.95618906669724,42.824492059416116,1
14.48948720912231,32.93468158094725,0
48.9452760277563,8.146721354071484,1
98.56504541106007,3.528437370021492,0
24.20552715115004,32.12096391031578,0
67.21355474058785,1.3255655270810907,1
76.16196153287176,29.288779063673164,0
23.763754399239968,47.01151207124788,1
72.82163486118596,28.77370889379395,0
36.77831327192532,19.408496310326097,0
63.23058305935795,32.16441092211766,0
63.35297107608947,22.912644524575832,1
53.57746840747585,27.280839465796745,0
9.02897700544083,47.07324043882626,0
83.5302495589238,19.305131890038712,0
32.07800649717358,48.05952819119571,0
18.651851039985424,45.26753209780318,1
4.077514155476392,9.789556739464821,1
59.08929431882418,3.4680650437582727,0
67.75643618422824,5.038900068871333,1
1.6587828927856152,0.9110912825774864,0
51.2093058299281,4.72214803779642,0
22.649577519793795,34.150338670817845,0
64.51727904094498,3.559432423011449,1
17.436642900499145,15.948781514688065,1
69.09377381024659,42.24376554847273,1
38.67353463005374,1.1635967867912933,1
93.67299887367345,40.72342412944679,1
13.752094414599325,14.092738738669997,1
34.10663510502585,5.908241381082813,1
11.347352124058908,34.836858268207536,1
92.46936182785628,31.4471423389942,1
87.7339353380981,43.873600676352645,0
25.79416277151556,36.75355219019429,1
65.99840460341791,40.17404651924243,1
81.72222002012158,14.101728628565324,1
55.52008115994623,8.871977188986142,1
52.965057835600646,37.53073758204292,1
24.18522909004517,40.3417369633632,1
9.310276780589922,49.52525710003366,1
89.72157579533267,20.630883845571326,1
90.04180571633304,18.600904289639157,1
63.31014572732679,38.82064803709984,1
33.90297910487007,17.040177012650894,1
34.92095746126609,46.537866280178235,0
72.59556788702393,42.92063759215059,0
89.71102599525771,21.44970136875092,1
88.70864242651173,37.54355338957487,1
77.98755458576238,37.727143704234116,0
